,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
12,12,[SPOILER ALERT: This review contains spoilers.],BlimpyPebbles,2024-03-01,spoiler alert review contains spoiler,positivo
13,13,"Nice freebie by Konami. The story is interesting about suicide, depression and anxiety. Graphics are terrible tbh but for a 2 hour game it's ok.",RedDragon,2024-02-29,nice freeze kami story interesting suicide depression anxiety graphic terrible th hour game ok,negativo
14,14,[SPOILER ALERT: This review contains spoilers.],TheCarelessGame,2024-02-29,spoiler alert review contains spoiler,positivo
15,15,"Beside having a great atmosphere, and being free the game is absolutely unbearable at times. The feelings that the gameplay gives you are slowness and frustration that gets only worse the more time you actually play and want to understand something of the storyline. The story, in the other hand, is full of cliches and appears not to be authentic. The problematic of suicide is treated with a scary superficiality and is rapresented in a non believable way. It seems like the game have been written by an elderly person who can’t really understand the specific type of struggle they wanted to talk about, thinking maybe to get the attention of the younger gamer base. If that’s what the industry wants to feed us, we shouldn’t be so happy about it.",Lorenzoo,2024-02-26,beside great atmosphere free game absolutely unbearable time feeling gameplay give shownews frustration get worse time actually play want understand something storyline story hand full clich appears authentic problematic suicide treated scary superficially represented non believable way seems like game written elderly person ’ really understand specific type struggle wanted talk thinking maybe get attention younger gamer base ’ industry want feed u ’ happy,positivo
16,16,"Silent Hill: The Short Message is no where near the insult to the Silent Hill brand that other recent entries from Konami have been, but unfortunately there isn't much to it either.  This is a brief, forgettable experience that's only worth playing for the simple fact that it's free.  The Short Message's story and themes are about as subtle as a jackhammer, and its gameplay is non-existent and boring, making this an easy skip.",DarkwingSchmuck,2024-02-24,silent hill short message near insult silent hill brand recent entry kami unfortunately isnt much either brief unforgettable experience thats worth playing simple fact free short message story theme subtle jackhammer gameplay nonexistent boring making easy skip,positivo
17,17,"Beautifully directed game with a powerful message. A bit too on the nose with the dialogue and themes, however, it still made for an engaging and immersive play. The horror aspect was present from the very start, and not too reliant on jumpscares. The story, revealed through notes, messages, and flashbacks, was the conduit for the horror. 

Overall, an enjoyable experience which left a mark on me.",ibzzi,2024-02-21,beautifully directed game powerful message bit nose dialogue theme however still made engaging immersive play horror aspect present start reliant jumpscares story revealed note message flashback conduit horror overall enjoyable experience left mark,positivo
18,18,"Silent Hill: The **** Message is a strong contender for the worst game I've ever played. It lacks any subtlety in its message about suicide, guilt and mental illness whatsoever that used to express these issues symbolically in the older games, and the characters can't be any less likeable. But the gameplay is on a whole other level of horrid. From one minute you are simply walking around whining, to the next trying to find the right freaking book in a library. But where I stopped and uninstalled is near the end where it forces you to try and outrun some insta-death marionette mommy while you desperately run around a maze that's impossible to remember looking for pictures to unchain a door (like that makes any sense) in a trial and error exercise that I did not care to finish. It's one of, if not the WORST, encapsulation of poor level design I've ever had the displeasure to witness, let alone experience. It's not fun. It's not scary after the first chase. Even for free it's not worth it. They didn't even bother adding trophy support. I wouldn't make my arch enemy play something so contrived, convoluted and frustrating. We've waited almost 12 years for a new Silent Hill and this is the first thing we get? What a joke.",GamergodsFail,2024-02-18,silent hill message strong contender worst game ive ever played lack subtlety message suicide guilt mental illness whatsoever used express issue symbolically older game character cant le liable gameplay whole level horror one minute simply walking around whining next trying find right breaking book library stopped installed near end force try output instadeath marionette tommy desperately run around maze thats impossible remember looking picture chain door like make sense trial error exercise care finish one worst encapsulation poor level design ive ever displeasure witness let alone experience fun scary first chase even free worth didnt even bother adding trophy support wouldnt make arch enemy play something contrived convoluted frustrating were waited almost year new silent hill first thing get joke,negativo
19,19,If you go into this as if it'll be like silent Hill you won't like it. It is not about jump scares it's more about the story. That is where the true horror lies. Read all the notes and listen. You'll see it's very good acting and very well written.,EquineDaddy,2024-02-18,go till like silent hill wont like jump scare story true horror lie read note listen you see good acting well written,positivo
20,20,"With little scares and not much that made me think “this is silent hill”, The Short Message started putting me to sleep as it dragged on for the hour an a half I played it to completion.",Ishotrubberduck,2024-02-16,little scare much made think “ silent hill ” short message started putting sleep dragged hour half played completion,negativo
21,21,"Has quite a good atmosphere in some places, completely wrecked by the dumb maze chases, very heavy subject for the story, visually impressive in parts, but overall very disappointing, frustrating maybe even boring to play, few scary moments, chase maze scenes are terrible, Silent Hill name getting dragged through the mud again, people will compare this to p.t and it’s very poor in comparison. Very generous 4/10… :(",Ldt,2024-02-16,quite good atmosphere place completely wrecked dumb maze chase heavy subject story visually impressive part overall disappointing frustrating maybe even boring play scary moment chase maze scene terrible silent hill name getting dragged mud people compare pt ’ poor comparison generous …,negativo
22,22,"I lost interest in chapter 3, but after reading a review here, realized it was the final chase.
The biggest saving grace for this game is that it was free, and this led me to think it was a demo. The psychological horror is definitely there, and they do talk about the fog. The issue is the game play is so vastly different from previous iterations. It is more alike to Outlast than Silent Hill. Yes, Pyramid head was an unkillable threat (and it's competitor Resident Evil has Mr. X and Nemesis for 2 and 3 respectively), but mazes and walking around finding clues is not all these games are. It is almost humorous that the game keeps going. The first chapter has an end that appears conclusive, and you see the suicide prevention message. I thought, ""what a great demo"". Then the game continues. I then think, ""wow they really are trying to impress you to buy this game"". The game drags on, and you see the suicide prevention message again. I found myself thinking how I wished the game would end. It reminds me of how I felt for Hellblade: Senua's sacrifice. Cool concept, but it just kept going. I would say Hellblade at least mixed up the flow with combat and puzzles. This game consists of walking through hallways finding the plot, or running through hallways from a monster. These chases, while tense, were hard to navigate making it unpleasant. The story is interesting, but Silent Hill: The Short Message did not feel short, despite being beatable in an afternoon.",Sarmyth,2024-02-15,lost interest chapter reading review realized final chase biggest saving grace game free led think demo psychological horror definitely talk fog issue game play vastly different previous iteration alike outcast silent hill yes pyramid head unkillable threat competitor mr x nemesis respectively maze walking around finding clue game almost humorous game keep going first chapter end appears conclusive see suicide prevention message thought great demo game continues think wow really trying impress buy game game drag see suicide prevention message found thinking wished game would end reminds felt hellblade genus sacrifice cool concept kept going would say hellblade least mixed flow combat puzzle game consists walking hallway finding plot running hallway monster chase tense hard navigate making unpleasant story interesting silent hill short message feel short despite readable afternoon,positivo
23,23,"Caballeros el Team qué hizo Silent hill no volverá suelten el pasado, es un excelente juego con muy buena historia.",jcymer,2024-02-14,knight el team silent hill return past excellent game good story,positivo
24,24,"Muy buena historia, en los momentos que tienes que **** llega a ser desesperante, pero por otro lado.... genera esa ansiedad y frustración que produce el bullyng",Mulder,2024-02-13,good story moment become desperate hand generates anxiety frustration produced bullying,negativo
25,25,"Western Developers ruined Silent Hill and everything that made it special with their ""Modern Audiences"" ****. But imagined my suprised when I saw the credits and it was all Japanese Developers. I would have never thought, that this big pile of **** was made by them. Now I see why Sony is slowly stayin far away from this Japanese companies. because even Western companies are not as blind, and so out of touch with reality. Sony needs to stop dealing with Konami, and Square Enix. These Japanese companies just keep popping out these awful exclusive games that ruin the PlayStation brand.",Jonathan_RotR,2024-02-13,western developer ruined silent hill everything made special modern audience imagined surprised saw credit japanese developer would never thought big pile made see sony slowly staying far away japanese company even western company blind touch reality sony need stop dealing kami square enix japanese company keep popping awful exclusive game ruin playstation brand,negativo
26,26,[SPOILER ALERT: This review contains spoilers.],SolidChing,2024-02-13,spoiler alert review contains spoiler,positivo
27,27,"Well-made, free reboot of the Silent Hill series with allusions to P.T. The story itself is heavy fare and not for the faint-hearted. If you have your own psychological problems, you should refrain from playing it so that you don't trigger yourself. You can have 2 - 3 hours of fun with it. The final chase is a bit annoying though.",nuances,2024-02-13,wellmade free reboot silent hill series allusion pt story heavy fare fainthearted psychological problem refrain playing dont trigger hour fun final chase bit annoying though,negativo
28,28,"Como juego gratuito está muy bien. No se le puede exigir combate ni mas requisitos de calidad gráfica y de la historia.Todo eso se deberá exigir al Remake del Silent Hill2.

Es una oportunidad de acercar este genero a nuevos jugadores que no tuvieron la oportunidad de jugarlos en su época.

Es gratis, pruebalo.

As a free-to-play game it's very good. You can't demand combat or any more requirements for graphic and story quality. All of that will have to be demanded of the Silent Hill 2 ****'s an opportunity to bring this genre closer to new players who didn't have the opportunity to play them back in the day.",skullbox,2024-02-13,como juegos gratuitous está muy bien se le guide exigir combat ni ma requisite de calidad gráfica de la historiatodo eso se deerá exigir al remake del silent hill e una oportunidad de racecar este genera nuevos jugadores que tuvieron la oportunidad de jugarlos en su época e gratis pueblo freetoplay game good cant demand combat requirement graphic story quality demanded silent hill opportunity bring genre closer new player didnt opportunity play back day,positivo
29,29,As a PS5 game that can be played for free. This game is okay. But if it is a game in the Silent Hill series...I'm not satisfied.,ECBN,2024-02-13,p game played free game okay game silent hill series satisfied,positivo
30,30,"Oh boy, the word MID never had a better reason to be used. 
Basic. Mid. Uninspired. Boring. Tedious. Been there done that a million times before.

But most of all, naive. So, so, so naive and remains in the surface. This is not something to be taken serious, because it feels like it was written by a 10 year old.",loumex,2024-02-13,oh boy word mid never better reason used basic mid inspired boring tedious done million time naive naive remains surface something taken serious feel like written year old,negativo
31,31,The message conveyed is one of the most significant instances within our world. The game astounded me with its remarkable graphics. It effectively conveyed all of the main character's emotions to the player. The creators utilized two pivotal factors to instill fear in the player: logic and the player's experiences. One will undoubtedly be deeply scared by this masterpiece.,Alirezaaenine,2024-02-12,message conveyed one significant instance within world game sounded remarkable graphic effectively conveyed main character emotion player creator utilized two pivotal factor instill fear player logic player experience one undoubtedly deeply scared masterpiece,positivo
32,32,"O jogo todo é bem mediano. A história é fraca e é um walk simulator. Quando o jogo coloca você para jogar de fato, é uma perseguição frustrante e que te deixa com raiva ao invés de medo e apreensivo. Transformando o jogo como um todo em algo patético.",Manfra_,2024-02-12,whole game mediate story weak walk simulatorwhen game put really play frustrating chase make angry instead fear apprehensivetransforming game whole something pathetic,negativo
33,33,"If you think this game is anything like Silent Hill 1 - 3 or that it should be the future of the series please play those games again. The game is not scary whatsoever, the soundtrack is okay, but the sound design much to leave desired as it strives for realism over horror. Speaking of realism, the dialogue could use a lot of it, most of the dialogue throughout the game sounds like its satire or written by an extraterrestrial trying to understand humans. The entire story and premise of the game is weird, it doesn't really make sense why the protag would go here or stay here. It also reiterates this theme that the strongest animals don't live in packs they survive on their own, which is just not true I don't know where this comes from? Even, ""lone wolves"" travel in packs and have alpha's and omega and so do lions like what are they talking about? The story mainly goes through themes of cyber bullying which I do not believe should be the basis of a SH game, just turn off your phone and touch grass. It constantly gives you warnings that break the horror about bullying and suicide prevention, if SH 1 - 3 did that no one would play it it would have been laughable. If every horror franchise put a warning and mentally prepared you for everything that happened the franchise wouldn't exist. As for the gameplay, it's mostly walking into buildup to scares that fall flat and ends with a Slenderman section. This whole game just feels like typical Konami using an old franchise they've left to rot in order to enhance their marketing and generate clout even though then entry doesn't fit into the franchise at all. Konami does the same thing with Castlevania, Bomberman, and everything else. They should look to Capcom for a publisher that actually treats their series right. Even though Capcom has, ""modernized"" Resident Evil, the franchise is selling better than ever and the fans are loving every bit of it. Capcom shows love to their franchises, makes good games, and and makes good remakes. Meanwhile Konami just juices the life out of all their franchises. I hope they go out of business and sell their IPs.",Goosho,2024-02-11,think game anything like silent hill future series please play game game scary whatsoever soundtrack okay sound design much leave desired strives realism horror speaking realism dialogue could use lot dialogue throughout game sound like satire written extraterrestrial trying understand human entire story premise game weird doesnt really make sense portal would go stay also reiterated theme strongest animal dont live pack survive true dont know come even lone wolf travel pack alpha omega lion like talking story mainly go theme cyber bullying believe basis sh game turn phone touch grass constantly give warning break horror bullying suicide prevention sh one would play would laughable every horror franchise put warning mentally prepared everything happened franchise wouldnt exist gameplay mostly walking buildup scare fall flat end slenderman section whole game feel like typical kami using old franchise theyre left rot order enhance marketing generate clout even though entry doesnt fit franchise kami thing castlevania bomberman everything else look capcom publisher actually treat series right even though capcom modernized franchise selling better ever fan loving every bit capcom show love franchise make good game make good remake meanwhile kami juice life franchise hope go business sell ip,positivo
34,34,"Nice first short game for the rebirth of conami, I really liked. The story is moderately good, it has a very good setting and it makes you very afraid",Arames,2024-02-11,nice first short game rebirth coiname really liked story moderately good good setting make afraid,positivo
35,35,Traz um terror contemporâneo e trilha sonora impecáve. Jogo feito na Unreal 5 traz gráfico bonito.,ForGamers,2024-02-11,brings contemporary terror imperial soundtrackgame made unreal brings beautiful graph,positivo
36,36,"great proyect, without many missing elements that everyones wanted to be in the game is a great experience, simple and solid message, feels the effort of the creators, plus is free, think everyone needs to try for that reasons",wacko,2024-02-11,great project without many missing element everyone wanted game great experience simple solid message feel effort creator plus free think everyone need try reason,positivo
37,37,"I've never played anything this cringe before, I laughed so many times.
Altho I liked the living room part, other than that, the rest is so cringe and sat through the whole demo cringing the whole way.
Very concerned for the future of SH.",momosh,2024-02-11,ive never played anything fringe laughed many time alto liked living room part rest fringe sat whole demo bringing whole way concerned future sh,positivo
38,38,اللعبة  جدا والدقة جدا رهيبة لكن القصة عادية حيل ومافي الغاز كثير..........,FDH-,2024-02-10,game terrible story normal trick lot gas,negativo
39,39,"A very good game. I think that´s the way that many future Silent Hill´s games should follow. And it´s totally free! Nice one, Konami :)",Mashiba,2024-02-09,good game think that´s way many future silent hill´s game follow it´s totally free nice one kami,positivo
40,40,"Can't understand the negative reviews at all. The demo entertained me in a dark, melancholic and hyper way. Plus, it's really pretty, bold in content and full of references to the franchise. I'm looking forward to the remake of Silent Hill 2.",Ginzilla,2024-02-09,cant understand negative review demo entertained dark melancholy hyper way plus really pretty bold content full reference franchise im looking forward remake silent hill,positivo
41,41,"An okay (at best) story combined with awful, archaic “2012 first person indie horror game” gameplay. While the graphics are fantastic, the dialogue, animations and voice acting SCREAM low budget and amateur. Also, whoever put together the chase sequences in this game should be ashamed. The game would have been tolerable as just a walking sim, to add BAD gameplay on top of it turned the game from mediocre to terrible. If this is a sign of the amount of time, effort and resources Konami is willing to put to its most treasured horror franchise, then that’s what I fear the most.",asaadalshahin,2024-02-09,okay best story combined awful archaic “ first person indie horror game ” gameplay graphic fantastic dialogue animation voice acting scream low budget amateur also whoever put together chase sequence game ashamed game would tolerance walking sim add bad gameplay top turned game mediocre terrible sign amount time effort resource kami willing put treasure horror franchise ’ fear,negativo
42,42,"si esto es con lo que piensan revivir silent hill, les quedo nefasto, Konami no se que piensa tiene en las manos una gran saga y solo hace meter y meter la pata.",LordBit,2024-02-09,think silent hill nefarious kami know think great saga hand put put leg,positivo
43,43,A gameA game Very entertaining I liked itVery entertaining I liked it The history and environmentThe history and environmentGraphicsGraphics LeavesLeaves More thanMore than Want,ArgeGameVzla,2024-02-09,game game entertaining liked very entertaining liked history environmentthe history environmentgraphicsgraphics leavesleaves canmore want,positivo
44,44,I kind of liked it. The fear factor was there in the final chase section. I needed to be more horrifying. More blood and monsters and have guns. If it had these things in it I would of been good.,Zeon,2024-02-08,kind liked fear factor final chase section needed horrifying blood monster gun thing would good,negativo
45,45,"Me ha gustado la puesta en escena aunque es corto , entiendo que es como una presentacion de lo que se va a venir. Creo que el juego que vendra ser muy bueno , lo espero con ganas",GorineitorAkagi,2024-02-08,liked staging although short understand like presentation going come think game come good wait desire,positivo
46,46,"I really liked this. it some problems but I am satisfied with what I got and I think they can make a compelling game with some of these systems. the gameplay mechanics were really strong. this game leverages the horrors people are capable of quite well. gameplay has some excellent moments but is held back by some strange choices. ring around the Rosie's is never going to be good please stop using it. I loved the dreamlike shifting of the environment, I can see inspiration from outer wilds. the puzzles were good but some of them could use a tiny bit more information but at the same time I feel like that's my fault. I enjoyed that they were hard and I like the struggle. the final gameplay section is a long chase that is almost great but fumbles it because it's just picking up some photos. I found myself dreading the horror sections not because they were scary but because they were the least interesting gameplay and never developed the story. I wouldn't consider this a good horror game for that reason but it is a decent demo with some promising direction and ideas.",whyor,2024-02-08,really liked problem satisfied got think make compelling game system gameplay mechanic really strong game leverage horror people capable quite well gameplay excellent moment held back strange choice ring around roses never going good please stop using loved dreamlike shifting environment see inspiration outer wild puzzle good could use tiny bit information time feel like thats fault enjoyed hard like struggle final gameplay section long chase almost great fumble picking photo found reading horror section scary least interesting gameplay never developed story wouldnt consider good horror game reason decent demo promising direction idea,positivo
47,47,I'm hoping the upcoming game is nothing like this. They tried so hard to make a compelling story and it just feels like a forced agenda. The run from the monster scenes are stressing but not scary in any way.,Alecrast,2024-02-08,im hoping upcoming game nothing like tried hard make compelling story feel like forced agenda run monster scene stressing scary way,negativo
48,48,"Maltratam os jogadores com jogos grátis, se fazem algo grátis sempre fazem algo ruim, mas pelo menos é grátis não temos que gastar dinheiro",Lokimusic,2024-02-07,mistress player free game something free always something bad least free dont spend money,positivo
49,49,"Visuals and Graphics are good, but other than that the Game ****, the story was Meh Nothing Special, gameplay is basically walking simulator, it would be fine if it was Scary like OUTLAST for example, but it offer Nothing like that, The Last Chase Sequence is Frustrating rather than Horrific.",AngelMiami,2024-02-07,visuals graphic good game story meh nothing special gameplay basically walking simulator would fine scary like outcast example offer nothing like last chase sequence frustrating rather horrific,negativo
50,50,"I take it as a note of intent. Konami and the devs show that they understand what SH is about, and prove it by creating a highly successful atmosphere, art direction and soundscape. The gameplay itself isn't very good but I don't think it's the major point here.",spectaculhere,2024-02-07,take note intent kami devs show understand sh prove creating highly successful atmosphere art direction soundscape gameplay isnt good dont think major point,positivo
51,51,"Brilliant free game to play, in my opinion it’s captured what was great about silent hill in tone and atmosphere, need to play it.",BR,2024-02-07,brilliant free game play opinion ’ captured great silent hill tone atmosphere need play,positivo
52,52,"Silent hill the short message for me is an great free short silent hill game to playy, nails the atmosphere, and vibesthat I used to enjoy as a silent hill fan worth the download.",J,2024-02-07,silent hill short message great free short silent hill game play nail atmosphere vibesthat used enjoy silent hill fan worth download,positivo
53,53,"Storia bella però le ambientazioni sono un po’ scarse, luce e ombre abbastanza scarsa come cosa potevano fare meglio",Stefold,2024-02-07,bella story however setting bit scarce light shadow quite low could better,positivo
54,54,"If you're garbage at video games go back to playing board games. Chase sequences were the best part of the game, even better than the one in RE8. Very fun got the heart racing.
-4 points for crap dialog, characters and story. Teen melodrama crap, is this the target audience for Silent Hill now?
+2 it's free. Would like full fledged game that involves these escape scenarios, change the scenario writers though.",notafilthycasul,2024-02-07,youre garbage video game go back playing board game chase sequence best part game even better one fun got heart racing point crap dialog character story teen melodrama crap target audience silent hill free would like full fledged game involves escape scenario change scenario writer though,positivo
55,55,"2BRY9-5000Feb 7, 2024[SPOILER ALERT: This review contains spoilers.]",BRY,2024-02-07,bryfeb spoiler alert review contains spoiler,positivo
56,56,"Why an 8 out of 10.

Because it’s a worthwhile gaming experience.  As far as interactive entertainment goes, and specifically interactive entertainment that tells a story (as opposed to games the gamer), thisis pretty dang good.

There are some chase sequences that I found irratating and expectil Not alone.  

If you have a big backlog, and want to get in and get out of a solid immersive experience, then I highly reccomend Silent Hill: AShort Message.",Essense,2024-02-06,’ worthwhile gaming experience far interactive entertainment go specifically interactive entertainment tell story opposed game gamer thesis pretty dang good chase sequence found irritating expected alone big backlog want get get solid immersive experience highly recommend silent hill short message,positivo
57,57,[SPOILER ALERT: This review contains spoilers.],Farrocchio,2024-02-06,spoiler alert review contains spoiler,positivo
58,58,"It's free and for a free game it has a lot of work behind it. It feels like a Silent Hill, fresh air for the franchise. The gameplay is not the best but it is not a problem due to its short duration. It works for what it is and doesn't want to be something it **** only bad thing I can say about the game is that the dubbing is not very well done and the story lacks subtlety.",Seboyo,2024-02-06,free free game lot work behind feel like silent hill fresh air franchise gameplay best problem due short duration work doesnt want something bad thing say game dubbing well done story lack subtlety,positivo
59,59,"Es un buen juego, es gratis y es disfrutable, muy recomendado la verdad. Más que todo es su historia original, su banda sonora y sus diseños, hecho por Masahiro y su música compuesta por Akira Yamaoka. Se necesitaba este nuevo juego para esta saga que se consideraba muerta o olvidada. 🩷",D,2024-02-06,good game free enjoyable highly recommendedmore everything original story soundtrack design made masahiro music composed air yamaokathis new game needed saga considered dead forgotten🩷,positivo
60,60,[SPOILER ALERT: This review contains spoilers.],Kaldomx,2024-02-06,spoiler alert review contains spoiler,positivo
61,61,"Dreadful walking simulator with a bizarre story. Controller feedback and sound design were good, props for being free and short.",royalguy,2024-02-06,dreadful walking simulator bizarre story controller feedback sound design good prop free short,positivo
62,62,"Pretty much how the modern Silent Hill should look like. Although this is free and short game, it contains the essense of original Silent Hills.",MrScratch,2024-02-06,pretty much modern silent hill look like although free short game contains essence original silent hill,positivo
63,63,"This game has a couple of good moments, but overall I was happy it is only an hour and bit long, I started to get bored and frustrated with the enemy which all you can do is run... 

Go thing this was a free game as I would have given is a 1 otherwise..",Baggy,2024-02-06,game couple good moment overall happy hour bit long started get bored frustrated enemy run go thing free game would given otherwise,positivo
64,64,"I don't give 10's because no game is perfect. However, this game gets a lot of undeserved hate. It sends a powerful message and is a decent game to play, especially at no cost...Given that today's society is all about pressuring each other to KYS and denying accountability,I can see why some people wouldn't like it. Solid experience to play through at least once.",Necropedia,2024-02-06,dont give game perfect however game get lot underserved hate sends powerful message decent game play especially costgiven today society pressing ky denying accountability see people wouldnt like solid experience play least,negativo
65,65,Best silent hill game we've had sense the original team silent. the silent hill community has been give such awful games for the past decade + (outside of PT which was a teaser) so it breaks my heart to see this game get such mediocre reviews when its such a huge step forward and an inspired step in the right direction for the SH franchise especially after the awful mess that was Ascension. The only real  valid complaint ive seen is people saying the dialogue is to on the nose when it deals with bully and social pressure. The reason i feel this misses the mark for a lot of people is because its focused on Japans cultural problems which is vastly different then western culture japan puts alot more pressure on youth to fit in and be normal to be successful then in the west where being an individual is praised being loud and open to who you are is celebrated so being bullied isnt as much as huge problem sense being different isn't viewed the same way. but japan is much more heigmonus everyone needs to fit in to the crowd standing out is viewed incredibly disrespectful and dangerous hence why social pressure feels so hard to relate to for a western audience we have bullying and social pressure but not nearly to the same degree. despite the culture difference i still saw the beauty and sentiment they tryed to portray i have my own critics of the narrative but it deserves to be praised for attempting something beautiful,Fuupsy,2024-02-06,best silent hill game were sense original team silent silent hill community give awful game past decade outside pt teaser break heart see game get mediocre review huge step forward inspired step right direction sh franchise especially awful mess ascension real valid complaint ive seen people saying dialogue nose deal bully social pressure reason feel miss mark lot people focused japan cultural problem vastly different western culture japan put alot pressure youth fit normal successful west individual praised loud open celebrated bullied isnt much huge problem sense different isnt viewed way japan much heigmonus everyone need fit crowd standing viewed incredibly disrespectful dangerous hence social pressure feel hard relate western audience bullying social pressure nearly degree despite culture difference still saw beauty sentiment tried portray critic narrative deserves praised attempting something beautiful,positivo
66,66,"It was ok, but just ok, nothing more nothing less. It doesn't represent the thrill of the franchise for sure but if you want to play something horror and short then Silent Hill: The Short Message is a nice option. I would like the graphics to be better.",fallen_hunter,2024-02-06,ok ok nothing nothing le doesnt represent thrill franchise sure want play something horror short silent hill short message nice option would like graphic better,positivo
67,67,The time you spend playing this game is too steep a price for a pale imitation of PT.,escelatesquick,2024-02-05,time spend playing game steep price pale imitation pt,positivo
68,68,"an insult to the original silent hill series!

this looks and feels like an low-budget indie-game made by amateurs. 

big f to komami! unfortunately all hope is gone for the future of the silent hill franchise.",shlmk,2024-02-05,insult original silent hill series look feel like lowbudget indiegame made amateur big f komm unfortunately hope gone future silent hill franchise,positivo
