,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
10,10,"Loved every moment playing it (maybe a part from that brief Cait Sith lab **** y'know, y'know) with beautiful graphics, soundtrack, great combat mechnianics and great writing.",Myronjfs,2024-06-25,loved every moment playing maybe part brief cat with lab know know beautiful graphic soundtrack great combat mechanics great writing,positivo
11,11,"Sad to see this game being negatively review bombed. Rebirth is an exceptional RPG, and in my opinion the best game of 2024 so far.",Palico,2024-06-24,sad see game negatively review bombed rebirth exceptional rpg opinion best game far,positivo
12,12,"Outstanding game! What a masterpiece.
This game made me cry, made me laugh, made me rage - it has it all. 
The story and the characters are beautifully written and the world is huge and fun to explore. The combat is probably my favourite combat out of any game ever and the carc game could be it's own game - it's SO good. Without a doubt one of my favourite games of all time. 
Bravo SquareEnix !!!",AlanAlanAlan,2024-06-24,outstanding game masterpiece game made cry made laugh made rage story character beautifully written world huge fun explore combat probably favourite combat game ever car game could game good without doubt one favourite game time bravo squareenix,positivo
13,13,"As of yesterday i finally got platinum for this game after 195 hrs. I now feel comfortable leaving my full review.

FF7 Rebirth is truly an amazing game start to finish. Plenty of side content including oddjobs, collectibles, legendary enemies, mini games, battle arenas you name it. In the end all of these things reward you for completion with side story, powerful items, materia or equipment. The most important thing is…ITS ALL OPTIONAL. The soundtrack is second to none, they spared no expense and it shows the variety and orchestral arrangements absolutely blew me away. I never had a game’s musicgive me a physical reaction before. Hearing the cosmo canyon theme for the first time brought tears to my **** and don’t even get me started on queens blood or the gold saucer. Absolute PERFECTION.

Hard mode playthrough was intense as advertised but it forces you to learn your characters strengths and weaknesses. The VR challenges really bring this out but,defeating a boss on hard just feels so rewarding.

Overall I gave this game a 10 because i never invested this much time into a single player game before. The smile never left my face while playing it and now i’m kinda sad its over. But now we waitfor part 3.",Lionheartjsg,2024-06-23,yesterday finally got platinum game hr feel comfortable leaving full review ff rebirth truly amazing game start finish plenty side content including oddjobs collectible legendary enemy mini game battle arena name end thing reward completion side story powerful item materia equipment important thing is…its optional soundtrack second none spared expense show variety orchestral arrangement absolutely blew away never game ’ musicline physical reaction hearing como canyon theme first time brought tear ’ even get started queen blood gold saucer absolute perfection hard mode playthrough intense advertised force learn character strength weakness vr challenge really bring butdefeating bos hard feel rewarding overall gave game never invested much time single player game smile never left face playing ’ kinda sad waiter part,positivo
14,14,"The 1997 FF7 was one of the first games that gave weight to Video game characters and it blew my mind. Everything was given great care in the modernization of this classic. Beautifully done, I spent 180 hours in my first play through making sure to take in as much as possible. Loved every second of it but I am super biased. There is so much game in the game that I am still shocked in was only $70.",SearchBy,2024-06-23,ff one first game gave weight video game character blew mind everything given great care modernization classic beautifully done spent hour first play making sure take much possible loved every second super biased much game game still shocked,positivo
15,15,Best part of a trilogy this game deserves to be known to the public and how much it cares about it's character and story,unaoxial,2024-06-22,best part trilogy game deserves known public much care character story,positivo
16,16,[SPOILER ALERT: This review contains spoilers.],inItNull,2024-06-22,spoiler alert review contains spoiler,positivo
17,17,"Great game, the fruit of hard work years from square Enix,must be a game of the year",Akramthehunter,2024-06-13,great game fruit hard work year square enixmust game year,positivo
18,18,"10/10 It's the greatest turd that has ever been crapped. No ifs, ands or butts about it.",LuciferCaeleste,2024-06-21,greatest turn ever cropped ifs and butt,positivo
19,19,"Wow, si huge, so amazing.
Yes, there are sooo many minigames and missions that are a bit useless, but the combat, the cinematics... everything is perfect. I need more.",torjo,2024-06-21,wow si huge amazing yes soon many minigames mission bit useless combat cinematic everything perfect need,positivo
20,20,I loved basically the entire game. very few things I disliked and it really got me into the series final fantasy. The character development throughout the game is one of the best I have ever seen and now I cannot wait for part 3,HunterMater,2024-06-20,loved basically entire game thing disliked really got series final fantasy character development throughout game one best ever seen wait part,positivo
21,21,"MUST PLAY
This is a huge step forward from Final Fantasy VII Remake, the gameplay is amazing and the attention to detail is admirable
GOTY 2024 IMHO",,2024-06-20,must play huge step forward final fantasy vii remake gameplay amazing attention detail admirable got imho,positivo
22,22,"Coming after the first game in the Final Fantasy VII remake series, it's clear that the developers went all-out for this second instalment. Final Fantasy VII Rebirth is a phenomenally made juggernaut ****, packed full with so much to do. Nearly everything about it works. The characters, gameplay, soundtrack, design and artwork are fantastic across the board. Much like the first game, I found the story incomprehensible in the final chapter - but the journey that came before was so rich, polished and impressive that the game fully deserves the recognition it's getting.",SuperDuck,2024-06-19,coming first game final fantasy vii remake series clear developer went fallout second instalment final fantasy vii rebirth phenomenal made juggernaut packed full much nearly everything work character gameplay soundtrack design artwork fantastic across board much like first game found story incomprehensible final chapter journey came rich polished impressive game fully deserves recognition getting,positivo
23,23,"濃密な85時間を過ごしました、ものすごい物量にただ圧倒されるばかりでした。
ティファ推しは変わっていません。
次回作も楽しみにしています、ありがとうございます。",harumina,2024-06-19,spent dense hour overwhelmed tremendous amount thing tica pushing changed looking forward next work thank,positivo
24,24,"I applaud Rebirth for maintaining all the things that succeeded in 2020's Remake, such as the fantastic combat system, strong character development, amazing music, charming humor and overall presentation of its narrative. The excessive amount of new, nonsensical minigames (most of which I don't care for or find frustrating) that's often mandated in the story progression pads the experience and open world bloat instead of fetch quests or poor pacing this time. I still like Rebirth. Maybe not more than Remake, but about as much thanks mostly to its level of scope and a rich amount of content.",GamergodsFail,2024-06-19,applaud rebirth maintaining thing succeeded remake fantastic combat system strong character development amazing music charming humor overall presentation narrative excessive amount new nonsensical minigames dont care find frustrating thats often mandated story progression pad experience open world float instead fetch quest poor pacing time still like rebirth maybe remake much thanks mostly level scope rich amount content,positivo
25,25,"I gave the first game a 7 despite being long awaited and was magnificent to see our beloved game and characters in 3D with high quality graphics. This one? I am generous to give it 5.
The positives are the open world map which shows the power of Unreal Engine and what could be done with it, the side quests are somewhat more polished and has some character compared to the dreadful ones in the first game, but not that good either, and the combat is somewhat fun. Yuffie was a cool and fun character to both play and watch, and the backstory of the characters is more fleshed with flashbacks about their past.
However, the game didn't make me very attached to either the story or the same passion to play. This can be expected as this game comes in the middle where you are already being introduced to the main characters and the whole story and nothing to really add but a series of fights which is none is memorable.
The game felt like an anime. They dropped the ball on the ""dark"" aspects with a world map which is too bright and characters who are too cheerful, compared to the original game. While the ""Remake"" game was cheesy, but it was entertaining at times. ""Rebirth"" was just cringe. Hojo's constant dumb maniac laughs, Rufus's edgy character and the very cringy encounter with the party at an arena (really?) and Shinra's leaders' eccentric behavior was too much embarrassing at times. 
If it wasn't for the fanbase of FF7 and Tifa's precious assets, this game would be treated like the rest of lastest FF games, totally forgettable.
Oh and the whispers, asinine.",DrSiko,2024-06-18,gave first game despite long awaited magnificent see beloved game character high quality graphic one generous give positive open world map show power unreal engine could done side quest somewhat polished character compared dreadful one first game good either combat somewhat fun suffix cool fun character play watch backstory character fleshed flashback past however game didnt make attached either story passion play expected game come middle already introduced main character whole story nothing really add series fight none memorable game felt like anime dropped ball dark aspect world map bright character cheerful compared original game remake game cheese entertaining time rebirth fringe hours constant dumb mania laugh rufus edgy character bring encounter party arena really shirts leader eccentric behavior much embarrassing time wasnt fanbase ff ticas precious asset game would treated like rest latest ff game totally unforgettable oh whisper minine,positivo
26,26,"The story and combat mechanics are great but the minigames and the boring open world activities just ruin the whole experience. Why am I going to these lifesprings and protorelics again? Couldn't even complete the protorelic quest at the end. Also, moving with the chocobo mounts is HORRIBLE and clunky.
Mediocre graphics and terrible side content plus bad movement at times (especially mounted) are 3 points I take off of the 10 score.",dioholydiver,2024-06-18,story combat mechanic great minigames boring open world activity ruin whole experience going lifesprings protorelics couldnt even complete protorelic quest end also moving chocobo mount horrible clunky mediocre graphic terrible side content plus bad movement time especially mounted point take score,negativo
27,27,"FF7 rebirth exceeded my expectation. I did not like FF7 remake, but rebirth improves every aspects. The storytelling is great, the open field is fantastic, the characters are so adorable. I really enjoyed the whole things. I cannot wait for FF7 R3.",ktkongggg,2024-06-18,ff rebirth exceeded expectation like ff remake rebirth improves every aspect storytelling great open field fantastic character adorable really enjoyed whole thing wait ff r,positivo
28,28,"Having the time of my life with this game rn. Everything is so high quality, from cutscenes to the new additions to combat. The cast is as stellar as ever, music is unique even for the side quests and each region.",Mightystar,2024-06-17,time life game rn everything high quality cutscenes new addition combat cast stellar ever music unique even side quest region,negativo
29,29,"Despite the multitude of minigames that tend to the tedious side regardless of the reward, despite the mess in the middle of the game's story due to being the second part of the three part remake. Rebirth masterfully nails a gripping and beautiful ending.",Vaeu,2024-06-16,despite multitude minigames tend tedious side regardless reward despite mess middle game story due second part three part remake rebirth masterful nail gripping beautiful ending,positivo
30,30,Big open world map the best sequel lets see the third part how good will be,PS,2024-06-13,big open world map best sequel let see third part good,positivo
31,31,"The best game I've ever played. One of those few games I classified as an impossible game, meaning that I don't understand how it is impossible to make this game, you basically need a billion dollar budget and 10 years of development to pull this off. Other recent game that made me think like this is Elden Ring. And just like Elden Ring when I reached the Altus Plateau, and with Rebirth the **** area, I thought this must be the end area, but it turned I was only half way through the game. Anyways, this game has the best combat system, the most beautiful towns, the best cast of characters ever, seriously all of them are so likable, and definitely the best soundtrack ever. I can play this game for 200 hours and will never get bored.",gavrielloken,2024-06-13,best game ive ever played one game classified impossible game meaning dont understand impossible make game basically need billion dollar budget year development pull recent game made think like elder ring like elder ring reached album plateau rebirth area thought must end area turned half way game anyways game best combat system beautiful town best cast character ever seriously liable definitely best soundtrack ever play game hour never get bored,positivo
32,32,"I just finished Final Fantasy VII Rebirth. It was really nice. Interesting departure from the original game. Actually, going into this one I didn’t even know this wasn’t the last game of the remake and there will be a third. It took me 81 hrs to finish with doing most of the side quests.",Trixxstrr,2024-06-13,finished final fantasy vii rebirth really nice interesting departure original game actually going one ’ even know ’ last game remake third took hr finish side quest,positivo
33,33,"Ff7 rebirth is an amazing game, his combat system is one of the most complete and fulfilling. The storytelling is well exposed and the interaction between carachter is very sweet, but also simple. I would recommend this game.",Samhulk,2024-06-12,ff rebirth amazing game combat system one complete fulfilling storytelling well exposed interaction character sweet also simple would recommend game,positivo
34,34,"I recently played Final Fantasy VII Rebirth, and it was an incredible experience! The graphics are stunning, bringing the world to life with breathtaking detail. The storyline is deeply engaging, staying true to the original while adding fresh twists. The combat system is both strategic and dynamic, offering a perfect balance between action and RPG elements. Overall, Final Fantasy VII Rebirth is a must-play for both long-time fans and newcomers.",firezze,2024-06-12,recently played final fantasy vii rebirth incredible experience graphic stunning bringing world life breathtaking detail storyline deeply engaging staying true original adding fresh twist combat system strategic dynamic offering perfect balance action rpg element overall final fantasy vii rebirth mustplay longtime fan newcomer,positivo
35,35,"I gave the first part perfect 10, but this is not it. Additional content is more often unnecessary padding in part 2. Also after playing it back to back with the original the story felt extremely dumbed down in carefully selected key moments which cheapens the overall experience but makes it more accessible to modern kids. I applaud the team behind the game for their dedication but the noticeable dip in story quality is reflected in my score.",SeekDWay,2024-06-12,gave first part perfect additional content often unnecessary padding part also playing back back original story felt extremely dubbed carefully selected key moment cheaper overall experience make accessible modern kid applaud team behind game dedication noticeable dip story quality reflected score,positivo
36,36,"This game easily made it to my top 10 most favorite games of all time.

The amount of content this gem of game has is insane, even more insane that it was released in such of short period of time between Remake and this. And to think both Remake and Rebirth story is just Disc 1 of the original PS1 game.

I hope part 3 tops it off, but for sure it will have a hard time.",Evenstar,2024-06-12,game easily made top favorite game time amount content gem game insane even insane released short period time remake think remake rebirth story disc original p game hope part top sure hard time,positivo
37,37,"Huge, heartwarming, and incredibly fun. Rebirth is easily one of the best RPGs I’ve ever played, and I can’t wait for the next game in the trilogy.",Ziggurat,2024-06-11,huge heartwarming incredibly fun rebirth easily one best rpg ’ ever played ’ wait next game trilogy,positivo
38,38,[SPOILER ALERT: This review contains spoilers.],Massio,2024-06-10,spoiler alert review contains spoiler,positivo
39,39,"10/10 story. But side content got overwhelming and especially the final vr challenges which turned into more of a chore for the platinum, as they were way to hard",Chrisiscool,2024-06-10,story side content got overwhelming especially final vr challenge turned core platinum way hard,neutro
40,40,[SPOILER ALERT: This review contains spoilers.],Johnslipknot,2024-06-09,spoiler alert review contains spoiler,positivo
41,41,"I love this game and absolutely recommend it to everyone that is new to final fantasy and to all veterans who are open to some changes and don't expect an exact copy of the original game. 

I hope the next game will be an open world game too but with some improvements. 

- The word is beautiful and have a lot of visualty variety in the regions, tons of activities but just not enough enemy variety.
More hidden treasures and stuff/chests/loot lying around would be cool to give us a reason to explore every corner on our own 

- I'm a big fan of crafting and looting and grinding so I'm happy there isaat least a small crafting system.

- you can even buy Armor for your chocobo, this is a small but very cool addition 

- Combat system has it positives as negatives but all in all it's good, similar to remake with some upgrades like new skills you can perform together with your party members 

- I wish there would be a custom difficulty mode. 
More options, or at least there should be a possibility to turn the enemy scaling on on easy mode and on normal mode. 

- A lot of activities and side quest and believe me the quests are so much better than in remake, I hated them in the last game. 

- Combat challenges and combat Symulator, I'm a fan so there could be more of them.

- I normally don't like mini games like fort condor and similar but the new  card game is pretty cool. 


- I miss some dungeons to explore with some minibosses and special loot and rewards.

- Story is good with some very cool sequences but sometimes story is a little confusing and it feels like the developers would assume everyone have played the original game 

- Not a fan of  the new Weapon modifications system, bcs you are forced into specific upgrades and you can't choose which you would like to have.

- It feels like everything is very slow, the limit bar fills so slowly, the atb from characters you don't control seems don't to fill at all, besides of that sometimes the characters you don't control don't fight at all, they are just standing there. If you don't control cloud, sometimes he is just blocking,he's ddoing nothing else thewhole time.
so the AI could be much better.

- Forced party members squad.
The most of the time in theopen world you can choose your party but there are a lot of story parts where you're forced to specific party.
It can be very annoying, bcs then you have to switch between materias aso. 
For example Tifa is my healer, If the game force me to switch Tifa to barret I have no healer anymore so I have to switch the materia between them or if they take Aerith away I have no magic fighter anymore so switch Materia would be necessary. 
So it doesn't solve the problem to just give everyone good materia bcs it depends who will be taken away and who will be on my party

- Forced gameplay parts where you have to play a different character (don't want to spoil to much)

All in all it's not a perfect game but it's really really good.
If you like open world games with a lot of minigames and side quests and other activities. 

You can have a lot of fun with it.
How long depends on your playstyle.
I'm doing everything and grind a little bit for materials and exp so I'm already over 200hours at my first playtrough and I'm not even done and I'm NOT a trophy hunter.",Karolina,2024-06-08,love game absolutely recommend everyone new final fantasy veteran open change dont expect exact copy original game hope next game open world game improvement word beautiful lot visually variety region ton activity enough enemy variety hidden treasure stuffchestsloot lying around would cool give u reason explore every corner im big fan crafting looting grinding im happy istat least small crafting system even buy armor chocobo small cool addition combat system positive negative good similar remake upgrade like new skill perform together party member wish would custom difficulty mode option least possibility turn enemy scaling easy mode normal mode lot activity side quest believe quest much better remake hated last game combat challenge combat simulator im fan could normally dont like mini game like fort condor similar new card game pretty cool miss dungeon explore minibosses special loot reward story good cool sequence sometimes story little confusing feel like developer would assume everyone played original game fan new weapon modification system bcs forced specific upgrade cant choose would like feel like everything slow limit bar fill slowly atb character dont control seems dont fill besides sometimes character dont control dont fight standing dont control cloud sometimes blockinghes doing nothing else thewhole time ai could much better forced party member squad time theorem world choose party lot story part youre forced specific party annoying bcs switch material aso example tica healer game force switch tica barrel healer anymore switch materia take earth away magic fighter anymore switch materia would necessary doesnt solve problem give everyone good materia bcs depends taken away party forced gameplay part play different character dont want spoil much perfect game really really good like open world game lot minigames side quest activity lot fun long depends playstyle im everything grind little bit material exp im already hour first playtrough im even done im trophy hunter,positivo
42,42,"What a fantastic game! This is the best JRPG ever. Storytelling, characters, combat system, music are almost perfect. I spent more than 200 hours to complete this game. I cannot wait the next R3.",ktkong,2024-06-08,fantastic game best rpg ever storytelling character combat system music almost perfect spent hour complete game wait next r,positivo
43,43,[SPOILER ALERT: This review contains spoilers.],EdlerBaum,2024-06-07,spoiler alert review contains spoiler,positivo
44,44,"A calm start with an incredible atmosphere, a steady pace, a few long passages that didn't bother me more than that, a breathtaking ending and endearing characters on an extraordinary **** best narrative game I've ever played.",Skletos,2024-06-07,calm start incredible atmosphere steady pace long passage didnt bother breathtaking ending entering character extraordinary best narrative game ive ever played,positivo
45,45,Garbage gameplay mindless nothing special its boring just pretty graphics nothing new the stoey is just the old story but in pretty graphics i hate when people call games a movie but this is literally a movie with barely any gameplay thats good even pokemon has mpre fun gameplay,RedReaper,2024-06-07,garbage gameplay mindless nothing special boring pretty graphic nothing new story old story pretty graphic hate people call game movie literally movie barely gameplay thats good even pokemon more fun gameplay,neutro
46,46,"Very immersive and memorable experience, it surpasses FF7RE in every almost every aspect",stevenwang,2024-06-07,immersive memorable experience surpasses fire every almost every aspect,negativo
47,47,"un juego epico , no es un remake simplemente, es un nuevo juego siguiendo una historia ya contada!!!!!",bob-shiver,2024-06-06,epic game remake simply new game following story already told,neutro
48,48,"There's a lot to like about this game. Visually impressive, lots to do. But unfortunately one single thing takes this game from a masterpiece to just a solid game.Chadley is his name. This could have been a Pokemon mashup with Chadley as the main character. I really am just puzzled by the amount of dialogue they gave him.",TrashMidSoup,2024-06-05,there lot like game visually impressive lot unfortunately one single thing take game masterpiece solid gamechadley name could pokemon mashup charles main character really puzzled amount dialogue gave,positivo
49,49,"FF7 Rebirth has a very rich game content. The movie-like plot performances are immersive. The characters have distinctive personalities. The battle system is equipped with different combinations of materia. It is very playable. In addition, there are a large number of mini-games to delve into, which is very exciting. A satisfying gaming experience.",RyanSquarll,2024-06-05,ff rebirth rich game content movielike plot performance immersive character distinctive personality battle system equipped different combination materia playable addition large number minigames delve exciting satisfying gaming experience,positivo
50,50,"Apesar do game alterar a história com a implementação de Dementadores de Harry Potter, mundos paralelos e mudar a sexualidade de alguns personagens como Red 13, o game entrega uma gameplay divertida com muita coisa para fazer, um sistema de combate incrível e personagens carismáticos!!",DCXViktor,2024-06-04,although game change story implementation harry potter detectors parallel world changing sexuality character like red game delivers fun gameplay lot amazing combat system charismatic character,positivo
51,51,"There are too many mini-games, too difficult and boring.
The game is forced to insert them in the middle of the storyline, which reduces the desire to play.
Why did they make it this way?
I want to play FF7, not a collection of crap mini-games.",craztes,2024-06-04,many minigames difficult boring game forced insert middle storyline reduces desire play make way want play ff collection crap minigames,positivo
52,52,"This game is fantastic, the story is engaging, the characters likeable and gameplay is really fun. Every chapter felt new and it was a joy to experience. A big improvement from the first game.",dehlen,2024-05-17,game fantastic story engaging character liable gameplay really fun every chapter felt new joy experience big improvement first game,positivo
53,53,[SPOILER ALERT: This review contains spoilers.],Lago,2024-06-02,spoiler alert review contains spoiler,positivo
54,54,"My time with Final Fantasy VII Rebirth was one filled with peaks and valleys. At its best, Rebirth rivals FFXIV & FFXVI for some of the best moments of any FF I’ve played so far, with difficulty that makes use of its stellar combat system & incredible music. At its worst, Rebirth was just an utter slog infested with mini-games that are mostly tedious to play through, even when focusing on the main story. The open world was… fine, but didn’t do much that hasn’t been done in games like FFXV, Horizon: Zero Dawn & the Ubisoft Open World games aside from littering the world & main story with a **** of mini-games… more of which were misses than hits. I enjoyed Rebirth on the whole, but I’d be lying if I said I wasn’t less excited for Part 3 now than I was for Rebirth after finishing Remake. Or that I didn’t prefer FFXVI or even Lightning Returns to an extent over Rebirth.

Ratings:

Creative score (story, gameplay, voice acting, art direction): 7.5/10

Technical score (graphics, audio, performance)): 8.5/10

Business Practices score: 8.5/10 (a time exclusivity deal for PS5 detracts from some great consumer-friendly decisions like shipping Rebirth on two discs to ensure it’s playable entirely without an internet connection, something that feels increasingly rare in this era of Day 1 patches & games like COD & Starfield shipping either incomplete on disc or with a disc that’s basically a license to download the game)

Overall score (my thoughts on a game’s overall quality, does not consider the business practices unless they are detrimental to the experience): 8/10",NN,2024-06-02,time final fantasy vii rebirth one filled peak valley best rebirth rival arxiv xvi best moment ff ’ played far difficulty make use stellar combat system incredible music worst rebirth utter log infested minigames mostly tedious play even focusing main story open world was… fine ’ much ’ done game like ffx horizon zero dawn ubisoft open world game aside lettering world main story minigames… miss hit enjoyed rebirth whole ’ lying said ’ le excited part rebirth finishing remake ’ prefer xvi even lightning return extent rebirth rating creative score story gameplay voice acting art direction technical score graphic audio performance business practice score time exclusivity deal p detracts great consumerfriendly decision like shipping rebirth two disc ensure ’ playable entirely without internet connection something feel increasingly rare era day patch game like cod starfield shipping either incomplete disc disc ’ basically license download game overall score thought game ’ overall quality consider business practice unless detrimental experience,positivo
55,55,[SPOILER ALERT: This review contains spoilers.],marcobenfe,2024-06-01,spoiler alert review contains spoiler,positivo
56,56,"Games I've played in the last 10 years Top 3 is an incredible piece of work. Starting with the reverse, we've even completed the remake. I'm preparing to play the original because I'm curious about the rest of the story. I'm sure it's the game of the year",TTma,2024-05-31,game ive played last year top incredible piece work starting reverse were even completed remake im preparing play original im curious rest story im sure game year,positivo
57,57,Ff7 Rivers is an amazing work that opened a new chapter in the Papan series. Please give me the next work quickly.,ddra,2024-05-31,ff river amazing work opened new chapter japan series please give next work quickly,positivo
58,58,"Holy moly, this game is an absolute banger. 100 hours of gameplay, amazing art, battle, world, characters. Square Enix just keep blessing us after ff16. 10/10 recommend this game, WOW.",Stephenmalm,2024-05-30,holy holy game absolute banner hour gameplay amazing art battle world character square enix keep blessing u ff recommend game wow,positivo
59,59,"Maravilhoso... eu joguei o do PS1 e adorei... agora esse aqui... a história... os personagens...

OBRIGADO MESMO...
me fez reviver minha infância. 

Bruno Filgueiras",BRUNOFILEXZ,2024-05-30,wonderful played p loved one story character thank made revive childhood bruno filgueiras,positivo
60,60,The open world is amazing the battle system is special and i love every detail tbh im a big fan of this game and i cannot wait forthe next game. I highly recommend it JUEGAZO.,Frank,2024-05-30,open world amazing battle system special love every detail th im big fan game wait forth next game highly recommend juegazo,positivo
61,61,100+ hours of perfection. This game is a total masterpiece. Bravo Squarenix!,MRich,2024-05-29,hour perfection game total masterpiece bravo squarenix,positivo
62,62,Best game I have played since the original FF7. 100% recommend playing this,Fl,2024-05-29,best game played since original ff recommend playing,positivo
63,63,"As someone who played the OG, I liked the characters, story, music, and setting more. The gameplay is phenomenal; it is deep, strategic, and very fun to play. The variety of characters and the distinct gameplay of each individual character make it enjoyable. My only complaint would be the ending, but I think it's just too early to make assumptions about the final. I would say Part 3 will be decisive in determining how good the final is.",OneWingedAngeal,2024-05-29,someone played og liked character story music setting gameplay phenomenal deep strategic fun play variety character distinct gameplay individual character make enjoyable complaint would ending think early make assumption final would say part decisive determining good final,positivo
64,64,"I couldn't believe how good the whole experience was while watching the credits. Definetely one of my favourites of all time.

Most importantly, it's fun!",jordime,2024-05-14,couldnt believe good whole experience watching credit definitely one favourite time importantly fun,positivo
65,65,My favorite game of all time. Did everything there is to do and I still want more,Jordan,2024-05-29,favorite game time everything still want,positivo
66,66,The best rpg since the Witcher 3 and and of the best games ever made as someone who’s been playing video games for 30 years this is a masterpiece and will most likely win goty as it deserves to!,Shawnzy,2024-05-29,best rpg since pitcher best game ever made someone ’ playing video game year masterpiece likely win got deserves,positivo
