,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
20,20,"Prince of persia is my game of the year. Very fun combat, platforming, and exploration . Combat is satisfying. You always have new stuff going on. Not repetitive. Abilities are amazing and badass. it looks and plays excellent, very smooth in everything. Some parts of platforming is challenging in a good way. Best metroidvania game.",yeahahforreal,2024-04-27,prince persian game year fun combat platforming exploration combat satisfying always new stuff going repetitive ability amazing bass look play excellent smooth everything part platforming challenging good way best metroidvania game,positivo
21,21,"great metroidvania/soulslike, very fun and challenging bossfights, very customizable settings, you can let the game tell you where to go next or explore on your own. if you liked hollow knight, ori or any other beloved metroidvania then you should definitely try this one too. i am hyped for the upcoming updates",vlaadi,2024-04-24,great metroidvaniasoulslike fun challenging bossfights customizable setting let game tell go next explore liked hollow knight ori beloved metroidvania definitely try one hoped upcoming update,positivo
22,22,"A really good Metroidvania title.  The gameplay is really engaging and fun.  Some elements do feel derivative of other titles.  I found the narrative fairly uninteresting.  Overall a good time, would recommend.",Onioncreature,2024-04-21,really good metroidvania title gameplay really engaging fun element feel derivative title found narrative fairly uninteresting overall good time would recommend,positivo
23,23,"Great game overall. The story could be perfectible. But, the gameplay itself is just great. I loved my time with it.",Tibaw,2024-04-21,great game overall story could perfectible gameplay great loved time,positivo
24,24,"Jogo é bom, mas tem muito bug e os chefes são tristes. Esses chefes mal formulados mataram o jogo.",Slitther,2024-04-19,game good lot bug boss sadthese poorly formulated chief killed game,negativo
25,25,This is the best POP I have played since Warrior Within. The gameplay is perfect.,Dakhwaz,2024-04-14,best pop played since warrior within gameplay perfect,positivo
26,26,"Very fun to play, compelling story, the art style is beautiful. The platforming is challenging and the puzzles was ok, but it's strongest point, in my opinion, is the fighting mechanics. I really enjoyed playing it.",edufd,2024-04-10,fun play compelling story art style beautiful platforming challenging puzzle ok strongest point opinion fighting mechanic really enjoyed playing,positivo
27,27,"My favorite metroid-vania to date (displacing Metroid: Dread).

The melee combat is very well realized and the enemy variety is wide enough to keep it interesting throughout the run time.

The platforming is incredibly satisfying and not too difficult.  The game feel here is absolutely top notch.  The amount of air control, jump height and the way you can (and should)  lift enemies and kick their asses in the air all feels amazing.  When you complete a longer section of demanding platforming, using multiple powers, it's great.

The story is surprisingly good as well!  If the story was throw-away, I still would have rated this game highly because it's the least important factor in a game like this, but I'm a **** for time travel and this game handles it well.

This game has all three kinds of heat and will surely be a classic in the genre for years to come.  I will definitely put this on my replay list for a few years down the road.",Cronstintein,2024-04-09,favorite metroidvania date displacing metro dread melee combat well realized enemy variety wide enough keep interesting throughout run time platforming incredibly satisfying difficult game feel absolutely top notch amount air control jump height way lift enemy kick ass air feel amazing complete longer section demanding platforming using multiple power great story surprisingly good well story throwaway still would rated game highly least important factor game like im time travel game handle well game three kind heat surely classic genre year come definitely put replay list year road,positivo
28,28,"Prince of Persia lost crown is a top tier Metroidvania game. The game plays similarly to other Metroidvania games in the fashion of obtaining new abilities to access new areas of the game. There’s lots of collectibles and 9 side quests, so you are always rewarded when exploring.  The story is fine, but the gameplay is what makesthis game shine. The combat is real smooth and responsive, there’s lots of different abilities and different items for customization, lots of various enemies and bosses, the platforming is challenging in parts, but also very enjoyable. There are a number different puzzles throughout the game as well that are thought provoking and fun. The only issue I really had was often items I was searching for items and once found, I would be in a corner of the map with no fast travels nearby and I would just kill myself to respawn at last resting place. The game could have benefited from a “teleport to town” item of some sorts in my opinion. Fantastic game overall 9/10.",RobertBruce,2024-03-31,prince persian lost crown top tier metroidvania game game play similarly metroidvania game fashion obtaining new ability access new area game ’ lot collectible side quest always rewarded exploring story fine gameplay makesthis game shine combat real smooth responsive ’ lot different ability different item customization lot various enemy boss platforming challenging part also enjoyable number different puzzle throughout game well thought provoking fun issue really often item searching item found would corner map fast travel nearby would kill spawn last resting place game could benefited “ teleport town ” item sort opinion fantastic game overall,positivo
29,29,"This is actually the first Metroidvania I can get into! I'd rather have little games like this than those godforsaken remakes. As far as I'm concerned, they can keep the Sands of Time remake and make a sequel to this!",Floppyhoofd_,2024-03-25,actually first metroidvania get id rather little game like godforsaken remake far im concerned keep sand time remake make sequel,positivo
30,30,"This game really caught me offguard, its an excellent metroidvania with fluid traversal, a huge map full of useful collectibles and challenges, and fun combat. It scales a little strangely: the platforming difficulty spike is huge while combat doesn't really grow from the early game, while the narrative is a bit unfocused and straight up forgets about a character, and bosses are (mostly) forgettable. But for 80% of the game it is addicting and fun. The real star is the platforming and the enormous map, coupled with a ton of great QOL changes.",HydrophobikFish,2024-03-25,game really caught offguard excellent metroidvania fluid reversal huge map full useful collectible challenge fun combat scale little strangely platforming difficulty spike huge combat doesnt really grow early game narrative bit focused straight forgets character boss mostly unforgettable game addiction fun real star platforming enormous map coupled ton great col change,positivo
31,31,"Un buen juego, mecánicas excelentes, gráficos super, duración muy buena al igual que la musica. Para mejorar, la historia falta mas enganche pues no queda muy claro algunos temas y personajes, de igual forma los amuletos, algunos ni los usé y al final terminé con piedras para mejorar armas y con falta de ranuras, para mejorar sistema de amuletos. Muy buen Juego.",zhumber,2024-01-31,good game excellent mechanic super graphic good duration like music improve story missing hook theme character clear way amulet use end ended stone improve weapon lack slot improve amulet systemvery good game,positivo
32,32,Wasn’t the game I expected to play compared to other prince of Persia played it for a while.,l,2024-03-22,’ game expected play compared prince persian played,positivo
33,33,"Excelente metroidvania. Gameplay fluida, ótimas mecanicas e progressão de personagem.",Leozeras,2024-03-19,excellent metroidvaniafluid gameplay great mechanical character progression,positivo
34,34,Excellent game and I do wish they allow these studios to make more games so they can create games with love,Pepperonipizza,2024-03-18,excellent game wish allow studio make game create game love,positivo
35,35,"Prince of Persia: The Lost Crown es, a ciencia cierta, uno de los mejores metroidvanias del año.
En un momento en el que el genero carece de originalidad debido a la constante explotación a la que esta sometido,Ubisoft (por sorprendente que parezca) a sabido innovar.
Uno de sus puntos más fuertes es el combate. Por una parte, se basa en el uso de un simple pero efectivo sistema de combos, el cual, gracias a la variedad de enemigos, originalidad de las habilidades y profundidad dada por los amuletos, lo vuelve uno de los mejores con nada que envidiar a juegos como Hollow Knigt.
Por otro lado, haciendo honor a la saga a la que pertece, el juego dispone de un parkour fluido, complejo y super disfrutable con el cual puedes pasar horas sin aburrirte.
Y ya finalmente tenemos el mapa. Si bien es cierto que no es de los más complejos, cumple con su función y hace que cualquier jugador se pueda perder en el y pasar infinidad de horas.

Si tuviera que mencionar algo malo sería sin duda su historia la cual,si bien no esta puesta como una excusa, es completamente olvidable.
Con esto, Prince of Persia: The Lost Crown es una joya de ubisoft que te recomiendo jugar esté al precio que esté (Aunque en ofertas siempre será mejor). Ya estoy ansioso de las nuevas actualizaciones gratis y del DLC para poder rejugarlo.",Ggonzalo,2024-03-17,prince persian lost crown sure one best metroidvanias year time genre lack originality due constant exploitation subjected ubisoft surprisingly seems able innovate one strongest point combat one hand based use simple effective combo system thanks variety enemy originality skill depth given amulet one best nothing envy games like hollow knight hand honoring saga belongs game fluid complex super enjoyable parlour spend hour without getting bored finally meanwhile true one complex fulfills function make player lose spend countless hour mention something bad would undoubtedly story although put excuse completely unforgettable prince persian lost crown ubisoft jewel recommend playing price although offer always better already anxious new free dlc update able regular,positivo
36,36,"The story is catchy, and by the end you’ll be somewhat of an aem Jaír expert on Ancient Persian history and mythology!
The puzzles and gameplay are really quite good, if you like other 2d platformers. The accessibility/control customizability is 11/10: anyone can have a good time playing this whether you’re a hardcore vet or it’s your first game ever.

Also, Ubisoft did not use this game to showcase how  much costly DLC costumes and addons they can offer, which is highly appreciated.",jayyfeathr,2024-03-17,story catchy end ’ somewhat em jaír expert ancient persian history mythology puzzle gameplay really quite good like platformer accessibilitycontrol customizability anyone good time playing whether ’ hardcore vet ’ first game ever also ubisoft use game showcase much costly dlc costume addons offer highly appreciated,positivo
37,37,"Why are people pretending this game is good lmao. Some of the worst level design, puzzle design, and boss design I've ever seen. Mixed in with clunky unresponsible controls. Even Indivisible is better than this.",spaghettiballs,2024-03-15,people pretending game good lmaz worst level design puzzle design bos design ive ever seen mixed clunky responsible control even invisible better,positivo
38,38,"If you enjoy Metroid, Hollow Knight type games then this is the game for you. Hell, even some of the puzzles reminded me of Celeste, which is also a game that I adore!
Great atmosphere, great gameplay, great music, great voice acting. All in all a great game! Kudos to all involved",Skitzofreniq,2024-03-03,enjoy metro hollow knight type game game hell even puzzle reminded celeste also game odore great atmosphere great gameplay great music great voice acting great game kudos involved,positivo
39,39,"near perfection, hard, good story, good biomes, great mechanics. By far the best metroidvania of those 20 last years.",SiomeArchangel,2024-03-03,near perfection hard good story good biome great mechanic far best metroidvania last year,positivo
40,40,"Non habitué à ce genre de jeux j'ai voulu tenter  l'expérience parce que j'avais  trop envie de retrouver  le Prince de Perse.
Je m'attendais à abandonné tres vite car le jeux serait trop difficile mais pas du tout la difficulté est parfaitement pensé. 
Plus habitué à faire des grand open worl ce jeux m'a clairement donné envie d'essayer d'autres jeux du même genre.",Tinostephanoi,2024-03-02,used kind game wanted try experience really wanted find prince persian expected abandon quickly game would difficult difficulty perfectly thought used making big open world game clearly made want try game kind,positivo
41,41,"Malditos bugs. Por lo demás, un juegazo: divertido, adictivo, variado, bonito. Quiero más, Bugisoft.",CharlesDuchemin,2024-03-02,damn bugsfor rest game fun addictive varied beautiful want bugisoft,positivo
42,42,"Short reviews from a casual gamer - should you buy? Yes (details below).

This is my first dive into the Prince of Persia universe so bear that in mind when you read this small review, as I understand that most of the criticism with this game is the fact it's not your traditional Prince of Persia experience.

This game is utterly fantastic, I really admire the art style, almost a comic book feel. The game itself is a mixture of a classic Metroidvania and to a lesser extent, Dark Souls with intense and mostly difficult Boss Battles with move sets you need to learn and punish.

The game whilst being at it's core, a Metroidvania, is surprisingly deep with RPG elements such as gear upgrades, new amulets and special moves which ensures the formula does not get stale. 

Overall, the game drew me in almost immediately and I would strongly recommend you give it a try, providing you are not going into The Lost Crown with the expectation of it being your 'typical' Prince of Persia experience.",P,2024-03-01,short review casual gamer buy yes detail first dive prince persian universe bear mind read small review understand criticism game fact traditional prince persian experience game utterly fantastic really admire art style almost comic book feel game mixture classic metroidvania lesser extent dark soul intense mostly difficult bos battle move set need learn punish game whilst core metroidvania surprisingly deep rpg element gear upgrade new amulet special move ensures formula get stale overall game drew almost immediately would strongly recommend give try providing going lost crown expectation typical prince persian experience,positivo
43,43,"Afgelopen weekend deze uitgespeeld en Platinum behaald.
Graphics; 
Goed. Doet zijn werk. Is vloeiend en duidelijk. Veel variatie in omgevingen. 
Alleen qua stijl, erg safe. 
Geluid;
Goede voice acting en fijne cool down muziek bij exploring en goede rock bij intense gevechten. Wederom goed maar erg safe.
Gameplay;
Na Metroid Dread de beste Metroidvania game op de current gen consoles. 
Super level design. Enorme variatie. Verhaal is goed. En een goede Platinum run.
Skill in platforming is wel verreist.
Power ups zorgen voor een fijne flow in de voortgang.
De 2 grote minpunten. Weinig vernieuwend en na uitspelen, weinig replay waarde.",Rycerz,2024-02-26,last weekend played achieved platinum graphic gooddoes jobs fluent clearlots variation environment style safe sound good voice acting fine cool music exploring good rock intense fightsagain good safe gameplay metro dread best metroidvania game current gen console super level designhuge variationstory woodland good platinum run skill platforming descending power ups ensure nice flow progress major negativeslittle innovative playing little replay value,positivo
44,44,"Le jeu est vraiment cool avec une nouvelle histoire 
Incroyable!!!

C'est un renouveau incroyable pour une serie que je pensais ne jamais revoir. 

Un super 
Metroidvania",LeFusilNintendo,2024-02-22,game really cool new story amazing incredible renewal series thought never see great metroidvania,positivo
45,45,"Tôi đã từng chơi prince of persia trên đt nokia , giờ đây tôi có thể quay về tuổi thơ của mình với một siêu phẩm. 
Câu chuyện cuốn hút , tuy nhiên , về cuối có chút hụt hẫn khi cốt truyện quá nhanh. Gameplay tuyệt vời , độ khó có thể như những dòng game soul , rất nhiều hướng build cho nhân vật chính ,câu đố không quá khó đủ để dành sức ra suy nghĩ .
Đây là 1 trong những tựa game hay nhất tôi chơi từ đầu năm nay , hy vọng sẽ góp mặt trong GOTY",Liemvm,2024-02-22,used play prince persian nokia return childhood super product attractive story however end little missed plot fastgreat gameplay difficulty like soul game lot building main character puzzle difficult enough devote effort think one best game played beginning year hoping appear got,positivo
46,46,"Un très bon jeu de plate-forme !
Toutefois j'ai été surpris de la difficulté en mode normal (guerrier). Certains boss sont très costauds et il vous faudra connaître leurs attaques par coeur et comment les parer si vous souhaitez tenter le niveau immortel. Heureusement que les dégâts sont paramétrables.
Certaines plate-forme sont un véritable challenge demandant une dextérité sans faille pour espérer passer. Là aussi, il est possible d'éviter ces passages via l'activation d'un paramètre. 
Trouver tous les objets, coffres où amulette s pour faire le 100% demandent de nombreuses heures car la carte est très vaste.",Herlebald,2024-02-22,good platform game however surprised difficulty normal mode warriorsome boss strong need know attack heart adorn want try immortal levelfortunately damage configurable platform real challenge requiring flawless dexterity hope passagain possible avoid passage via activation parameter find object chest amulet make require many hour card large,positivo
47,47,"I generally do not play platforming games but this one I really enjoyed. Mechanics and gameplay are really smooth, art style is amazing and early difficulty is real.",FangRu,2024-02-22,generally play platforming game one really enjoyed mechanic gameplay really smooth art style amazing early difficulty real,positivo
48,48,"I didn't like the graphics, but overall mechanics looks ok. Does this game deserve a  chance? IDK??",OzanDK,2024-02-21,didnt like graphic overall mechanic look ok game deserve chance id,positivo
49,49,"really fun metroidvania .... the platforming requires a lot of attention and can get into a little gray area of challenging and frustrating ... but overall really enjoyed it and finished it in about 30+ hours did all the side quests and found most of the items. 

Dropped to an 8 instead of 9 because it was a little buggy ... i needed to restart my ps5 a few times through my playthrough to fix reset some issues with powers 

I would have given a 9 if there was a new game +",brilt,2024-02-21,really fun metroidvania platforming requires lot attention get little gray area challenging frustrating overall really enjoyed finished hour side quest found item dropped instead little buggy needed restart p time playthrough fix reset issue power would given new game,positivo
50,50,"If you started gaming as a kid in the 90s this game is exactly what you want. Beautiful art style, challenging and evolving combat, puzzles galore.

I actually thought I was past this platform style but Lost Crown brought me right back and got me thinking how much I would love more Metroid, Alien, Robocop, Judge Dredd games.

For the price it is a lot of game, never mind the 20 hour length nonsense. It's more like 30 unless you are either a cheat or a genius. Your dexterity better be good is all I will say because there are even times when you are patting yourself on the back for just jumping around.",Commando,2024-02-18,started gaming kid game exactly want beautiful art style challenging evolving combat puzzle galore actually thought past platform style lost crown brought right back got thinking much would love metro alien robocop judge dread game price lot game never mind hour length nonsense like unless either cheat genius dexterity better good say even time putting back jumping around,positivo
51,51,"1. The overall difficulty is high, requiring a solid grasp of game mechanics even on the lowest setting.
2. High repetition: Every teleportation requires going to the position, leading to significant time wasted on meaningless travelling.
3. The plot is average, with many untold stories and hastily concluded characters, and the campaign is relatively short, taking around 10 hours to complete.",ZintrulCre,2024-02-16,overall difficulty high requiring solid grasp game mechanic even lowest setting high repetition every teleportation requires going position leading significant time wasted meaningless travelling plot average many untold story hastily concluded character campaign relatively short taking around hour complete,negativo
52,52,"Prince of Persia The Lost Crown is a beautiful game with impressive art and character design. The fluent gameplay and traversal elements all come together during its epic boss fights. Through exploration of its many environments, you will be well rewarded for your efforts upon completion of simple but rather fun puzzles. As you progress you will unlock tons of new abilities that can be used both in combat and parkour. The game's huge enemy variety keeps you on your feet while giving you a challenge. To finish things off the side content was mostly enjoyable and the OST was remarkable. My experience with Prince of Persia was truly special and for my first Metroidvania game, I was blown away! Ubisoft's best game!!",JAYGAMING,2024-02-14,prince persian lost crown beautiful game impressive art character design fluent gameplay reversal element come together epic bos fight exploration many environment well rewarded effort upon completion simple rather fun puzzle progress unlock ton new ability used combat parlour game huge enemy variety keep foot giving challenge finish thing side content mostly enjoyable ost remarkable experience prince persian truly special first metroidvania game blown away ubisofts best game,positivo
53,53,"Phoenomenal in every single way. Love it. From the beautiful art style, immensely satisfying combat and great platforming. A must have.",Kwjduff,2024-02-13,phenomenal every single way love beautiful art style immensely satisfying combat great platforming must,positivo
54,54,"One of the best metroidvania games I've ever played. Never thought an actual good game would come out of Ubisoft. Game is amazing and runs amazing on all platforms, even Switch got 60fps.",Rallianto_Rex,2024-02-13,one best metroidvania game ive ever played never thought actual good game would come ubisoft game amazing run amazing platform even switch got fps,positivo
55,55,"Buena historia, control fantástico, se van desbloqueando nuevas habilidades conforme se avanza y resulta un juego muy divertido, motivador y te genera ganas de seguir. Muy viciado",JRGonzalez,2024-02-12,good history fantastic control new skill unlocked progress funny motivating game want continuevery visited,positivo
56,56,"Um dos melhores Metroidvania ja feitos ! Gameplay refinada e responsiva , progressão excelente, level designe impecável, desafios de plataforma e de combate super bem trabalhados, boss fighters incríveis, gráficos competentes, boa historia, enfim, um pacote completo no gênero. Podemos dizer que é um AAA Metroidvania.",IsmaelNoisy,2024-02-12,one best metroidvania already maderefined responsive gameplay excellent progression flawless level platform well crafted platform challenge amazing bos fighter competent graphic good history finally complete package genre say aaa metroidvania,positivo
57,57,"One of the better Metroidvania games I've played in a while. And while the story is generally serviceable, it had a moment or two that stood out. Highly recommend it!",InnerDX,2024-02-11,one better metroidvania game ive played story generally serviceable moment two stood highly recommend,positivo
58,58,"Brilliantly made game. Will definitely replay it many times. Some bugs, but nothing that makes or breaks the game. Would highly recommend!",anonymousnerd,2024-02-10,brilliantly made game definitely replay many time bug nothing make break game would highly recommend,positivo
